Length,Year,Beam,Draft,Is_Mono,Is_Diesel,Engine_Count,Cabins,Is_Inboard,Year_Listed,Is_Fiberglass,Is_cruiser,Is_daysailer,Is_masthead_sloop,Is_Cutter,Is_Ketch,Is_Excellent,Is_Fair,Is_Good,Is_Project_boat
16.0,1980,6.0,2.0,1,0,0,1.0,0,2014,1,0,1,0,0,0,0,0,1,0
13.0,2005,5.0,2.6,1,0,0,0.0,0,2013,1,0,0,0,0,0,1,0,0,0
26.0,1978,9.5,4.5,1,1,1,2.0,1,2019,1,1,0,1,0,0,0,0,1,0
27.0,1974,8.83,4.0,1,0,1,1.0,1,2012,1,1,0,1,0,0,0,0,0,1
26.0,1974,8.67,4.0,1,0,1,1.0,0,2020,1,1,0,0,0,0,0,0,1,0
28.0,1979,9.25,4.33,1,0,2,1.0,1,2017,1,1,0,1,0,0,0,0,1,0
47.0,1989,14.0,6.53,1,0,1,3.0,1,2015,1,0,0,1,0,0,0,0,1,0
32.0,1999,11.75,4.8,1,1,1,3.0,1,2016,1,0,0,0,0,0,1,0,0,0
28.0,1985,10.5,4.5,1,1,1,1.0,1,2012,1,1,0,0,0,0,0,0,1,0
33.0,1972,10.0,4.0,1,1,1,1.0,1,2020,1,1,0,0,0,1,1,0,0,0
28.5,1974,9.2,4.4,1,0,0,1.0,0,2016,1,0,0,1,0,0,0,0,1,0
34.0,1978,11.25,6.25,1,1,1,1.0,1,2020,1,0,0,1,0,0,0,1,0,0
35.0,1985,11.5,4.5,1,1,1,2.0,1,2014,1,1,0,1,0,0,0,0,0,0
30.0,1973,10.0,5.0,1,0,1,2.0,0,2015,1,1,0,1,0,0,0,0,1,0
30.0,1981,10.25,4.5,1,1,1,1.0,1,2015,1,1,0,0,0,0,1,0,0,0
27.0,1979,9.0,4.5,1,0,1,1.0,1,2015,1,1,0,0,0,1,1,0,0,0
30.0,1985,10.0,5.11,1,1,1,1.0,1,2016,1,0,0,0,0,0,0,0,0,0
38.0,1978,12.0,5.0,1,1,1,1.0,1,2021,1,1,0,0,0,0,1,0,0,0
36.5,1986,12.33,6.5,1,1,1,2.0,1,2015,1,1,0,1,0,0,0,0,1,0
38.0,1978,12.0,5.5,1,1,1,2.0,1,2015,1,1,0,1,0,0,0,0,1,0
37.0,1979,11.85,5.0,1,1,1,1.0,1,2022,1,1,0,0,1,0,0,0,1,0
38.0,1989,12.8,5.0,1,1,1,2.0,1,2019,1,1,0,0,0,0,0,0,1,0
36.0,1985,11.0,5.2,1,1,1,1.0,1,2011,0,0,1,0,0,1,1,0,0,0
35.0,1977,10.0,5.0,1,1,1,1.0,1,2011,1,1,0,0,0,1,0,0,1,0
30.25,1983,10.92,4.4,1,1,1,2.0,1,2017,1,1,0,0,0,0,1,0,0,0
45.0,1974,12.4,7.3,1,1,1,2.0,1,2020,1,1,0,1,0,0,0,0,1,0
41.0,1998,13.6,5.3,1,1,1,2.0,1,2022,1,1,0,1,0,0,0,0,0,1
35.5,1981,11.0,4.0,1,1,1,2.0,1,2016,1,1,0,1,0,0,1,0,0,0
27.0,1976,10.0,4.5,1,0,1,2.0,0,2021,1,0,0,1,0,0,0,0,1,0
33.0,1984,8.0,6.0,1,0,1,1.0,0,2022,1,0,0,0,0,0,0,0,1,0
30.0,1976,10.0,5.0,1,0,1,1.0,1,2021,1,1,0,0,0,0,0,0,1,0
28.0,1978,9.1,5.5,1,0,1,1.0,0,2013,0,1,0,0,0,0,0,0,1,0
30.0,1971,10.0,5.0,1,1,1,1.0,1,2018,1,1,0,1,0,0,1,0,0,0
39.0,1974,11.67,4.64,1,1,1,1.0,1,2022,1,1,0,0,0,0,0,0,1,0
34.0,1986,11.0,4.6,1,1,1,1.0,1,2015,1,1,0,0,0,0,0,1,0,0
32.0,1989,11.0,4.5,1,1,1,2.0,1,2019,1,1,0,0,0,0,0,1,0,0
27.0,1981,9.3,3.3,1,1,1,1.0,1,2012,1,1,0,1,0,0,0,0,1,0
30.0,1980,10.25,4.9,1,1,1,1.0,1,2020,1,1,0,1,0,0,0,0,1,0
26.0,1972,8.3,4.3,1,0,1,2.0,0,2016,1,0,1,1,0,0,1,0,0,0
42.0,1984,13.0,7.0,1,1,1,3.0,1,2017,1,0,0,1,0,0,1,0,0,0
38.0,1987,11.0,5.0,1,1,1,2.0,1,2022,1,1,0,0,1,0,0,0,1,0
21.0,1984,10.0,5.0,1,1,1,1.0,1,2021,1,0,1,0,0,0,0,1,0,0
21.5,1973,7.9,2.1,1,0,1,2.0,0,2012,1,1,0,0,0,0,1,0,0,0
34.0,1956,10.0,6.0,1,0,1,1.0,1,2015,0,1,0,0,0,0,1,0,0,0
34.0,2011,12.0,5.0,1,1,1,3.0,1,2019,1,1,0,0,0,0,0,0,1,0
27.0,1975,8.0,2.8,1,0,1,1.0,0,2013,1,1,0,0,0,0,0,0,1,0
41.0,2006,15.3,4.5,1,1,1,3.0,1,2018,1,1,0,0,1,0,1,0,0,0
32.3,1981,10.5,4.5,1,1,1,1.0,1,2012,1,1,0,1,0,0,1,0,0,0
32.0,1977,11.0,5.0,1,1,1,2.0,1,2019,0,1,0,0,1,0,0,0,1,0
32.8,1980,10.2,4.0,1,1,1,1.0,1,2015,1,1,0,0,0,0,0,1,0,0
26.0,2001,7.1,5.0,0,0,1,1.0,0,2012,1,0,0,0,0,0,1,0,0,0
17.0,1971,6.0,4.0,1,0,0,0.0,0,2019,1,0,1,0,0,0,0,0,1,0
36.0,1961,12.0,4.0,1,1,1,1.0,1,2022,0,1,0,0,0,0,0,0,1,0
26.0,1972,8.0,4.4,1,0,1,1.0,0,2014,1,0,0,1,0,0,0,0,1,0
37.0,1986,10.2,5.5,1,1,1,2.0,1,2022,1,1,0,0,0,0,0,0,1,0
33.0,1987,11.3,6.2,1,1,1,2.0,1,2022,1,0,0,1,0,0,0,0,1,0
30.0,1982,11.0,5.5,1,0,1,2.0,1,2022,1,0,0,1,0,0,0,0,1,0
24.0,1988,8.3,2.5,1,0,1,1.0,0,2013,1,1,0,1,0,0,1,0,0,0
39.0,1989,12.8,4.8,1,1,1,1.0,1,2011,1,1,0,1,0,0,1,0,0,0
35.0,2000,10.9,7.7,1,1,1,1.0,1,2019,1,0,0,0,0,0,1,0,0,0
36.0,1982,11.6,4.5,1,1,1,2.0,1,2021,1,1,0,0,0,1,0,0,1,0
27.0,1979,8.0,4.0,1,1,1,2.0,1,2014,1,1,0,0,0,0,1,0,0,0
41.0,1978,11.3,6.5,1,1,1,1.0,1,2022,1,1,0,1,0,0,1,0,0,0
33.0,1991,11.0,5.7,1,1,1,1.0,1,2010,1,0,0,1,0,0,1,0,0,0
38.0,2000,12.6,5.4,1,1,1,2.0,1,2013,1,1,0,1,0,0,1,0,0,0
23.0,1979,8.0,3.0,1,0,1,2.0,0,2020,1,0,1,0,0,0,0,1,0,0
41.0,1979,13.6,4.0,1,1,1,3.0,1,2014,1,1,0,0,0,1,0,0,0,1
33.0,2008,11.6,5.6,1,1,1,2.0,1,2012,1,1,0,1,0,0,1,0,0,0
31.0,1971,8.0,3.5,1,0,1,2.0,0,2020,1,1,0,0,0,1,0,1,0,0
24.0,1979,8.1,4.0,1,0,0,1.0,0,2016,1,0,0,0,0,0,0,0,1,0
34.0,1984,11.3,4.0,1,0,1,1.0,1,2017,1,1,0,1,0,0,0,0,1,0
25.0,1977,8.0,4.0,1,0,1,2.0,0,2015,1,0,1,1,0,0,1,0,0,0
30.0,1980,10.5,6.0,1,1,1,2.0,1,2016,1,1,0,0,0,0,0,0,1,0
34.0,1987,11.6,5.9,1,1,1,2.0,1,2016,1,1,0,1,0,0,0,0,1,0
27.0,1978,9.0,4.0,1,1,1,2.0,1,2022,1,1,0,1,0,0,0,0,1,0
30.0,1984,11.0,5.25,1,1,1,1.0,1,2017,1,1,0,1,0,0,0,0,1,0
27.0,1994,8.0,3.5,1,1,1,1.0,1,2022,1,0,0,0,0,0,0,0,1,0
42.0,2000,14.0,6.6,1,1,1,2.0,1,2022,1,1,0,1,0,0,0,0,1,0
39.0,1999,13.0,4.7,1,1,1,2.0,1,2019,1,1,0,0,1,0,1,0,0,0
36.0,1983,11.0,5.5,1,1,1,2.0,1,2022,1,1,0,1,0,0,0,0,1,0
17.5,1978,6.33,2.0,1,0,1,1.0,0,2018,1,0,1,0,0,0,1,0,0,0
32.0,1973,10.0,5.0,1,1,1,1.0,1,2017,1,0,0,0,1,0,1,0,0,0
26.0,1971,8.5,3.5,1,0,1,1.0,1,2022,1,0,1,0,1,0,0,0,1,0
39.0,2007,13.0,6.0,1,1,1,3.0,1,2016,1,1,0,0,0,0,1,0,0,0
25.0,1984,8.0,4.0,1,0,1,1.0,0,2015,1,1,0,1,0,0,0,0,1,0
38.0,1988,12.4,4.5,1,1,1,2.0,1,2022,1,1,0,1,0,0,0,0,1,0
34.6,1986,11.9,5.7,1,1,1,2.0,1,2015,1,1,0,1,0,0,0,0,1,0
24.0,1994,8.0,2.9,1,0,1,1.0,0,2015,1,1,0,0,0,0,0,0,1,0
27.0,1978,9.0,3.11,1,1,1,1.0,1,2021,1,1,0,1,0,0,0,0,1,0
25.0,1982,8.0,4.0,1,0,1,1.0,0,2014,1,1,0,1,0,0,0,0,1,0
14.2,2007,6.2,3.6,1,0,0,0.0,0,2011,1,0,1,0,0,0,1,0,0,0
22.5,1986,8.0,3.8,1,0,1,1.0,0,2022,1,0,0,0,0,0,1,0,0,0
25.0,1977,8.0,4.0,1,0,1,1.0,0,2019,1,1,0,1,0,0,0,0,1,0
16.0,2000,6.0,4.0,1,0,0,0.0,0,2021,0,0,1,0,0,0,0,0,1,0
42.0,2001,13.0,6.7,1,1,1,3.0,1,2013,1,1,0,0,0,1,1,0,0,0
42.0,1993,14.0,5.0,1,1,1,2.0,1,2017,1,1,0,1,0,0,1,0,0,0
18.0,1979,7.0,4.0,1,0,0,0.0,0,2018,1,0,1,0,0,1,0,0,1,0
27.0,1978,9.0,4.5,1,1,1,1.0,1,2017,1,0,0,0,0,0,0,0,1,0
27.0,1994,9.4,3.6,1,1,1,2.0,1,2020,1,1,0,0,0,0,1,0,0,0
40.0,1980,11.3,6.0,1,1,1,2.0,1,2022,1,1,0,0,0,0,0,0,0,0
37.5,1996,13.0,4.8,1,1,1,3.0,1,2021,1,1,0,0,0,0,1,0,0,0
14.0,1976,6.0,3.9,1,0,1,0.0,0,2014,1,0,1,0,0,0,0,0,1,0
31.0,1972,9.0,4.9,1,0,2,2.0,1,2014,1,1,0,1,0,0,0,0,1,0
36.0,1982,10.5,4.5,1,1,1,3.0,1,2018,1,1,0,1,0,0,0,0,0,1
22.33,1984,7.33,3.0,1,0,1,2.0,0,2015,1,1,0,1,0,0,1,0,0,0
25.0,1985,8.0,4.5,1,0,1,1.0,0,2016,1,0,1,1,0,0,0,0,1,0
35.0,1973,10.0,4.3,1,1,1,2.0,1,2014,1,1,0,0,0,0,0,0,1,0
29.8,1983,6.5,5.0,1,0,0,0.0,0,2015,1,0,0,0,0,0,1,0,0,0
33.0,1981,11.0,4.5,1,1,1,2.0,1,2020,1,1,0,0,0,0,0,0,1,0
33.0,1985,11.3,6.2,1,1,1,1.0,1,2022,1,1,0,0,0,0,0,0,0,0
26.0,1979,8.3,3.6,1,1,1,1.0,1,2016,1,1,0,0,0,1,0,0,1,0
31.33,1983,10.92,4.2,1,1,1,1.0,1,2014,1,1,0,1,0,0,1,0,0,0
33.0,1987,10.2,5.4,1,1,1,2.0,1,2015,0,1,0,0,1,0,0,0,1,0
27.0,1980,10.0,4.0,1,0,1,2.0,0,2016,1,1,0,1,0,0,0,0,1,0
23.0,1980,8.0,4.75,1,0,1,1.0,0,2014,1,0,1,1,0,0,0,0,1,0
24.0,1988,8.6,4.0,1,0,1,4.0,0,2017,1,1,0,0,0,0,1,0,0,0
26.0,2006,8.0,2.0,1,0,1,2.0,0,2021,1,0,0,1,0,0,0,0,1,0
39.0,2004,13.0,5.0,1,1,1,2.0,1,2011,1,1,0,1,0,0,0,0,1,0
41.0,2008,13.25,5.0,1,1,1,2.0,1,2022,1,0,0,0,0,0,1,0,0,0
36.0,1973,11.0,6.5,1,0,1,1.0,1,2017,1,0,0,1,0,0,0,0,1,0
26.0,1976,8.67,4.0,1,0,1,1.0,0,2014,1,1,0,1,0,0,1,0,0,0
30.0,1995,10.0,4.0,1,1,1,1.0,1,2015,1,1,0,0,0,0,1,0,0,0
30.0,1970,9.25,3.5,1,1,1,1.0,1,2021,1,0,0,1,0,0,1,0,0,0
30.0,1991,11.0,5.0,1,1,1,1.0,1,2015,1,1,0,0,0,0,1,0,0,0
38.0,1985,11.0,5.5,1,1,1,4.0,1,2022,1,1,0,0,0,1,0,0,1,0
39.0,1983,12.0,4.6,1,1,1,3.0,1,2019,1,0,0,1,0,0,0,0,1,0
36.0,1998,12.0,4.5,1,1,1,2.0,1,2021,1,1,0,0,0,0,0,0,1,0
27.0,1991,9.25,4.0,1,0,1,1.0,0,2019,1,1,0,1,0,0,1,0,0,0
31.0,1991,10.5,4.0,1,1,1,1.0,1,2016,1,0,0,1,0,0,0,0,1,0
27.0,1982,9.0,4.0,1,1,1,2.0,1,2018,1,1,0,1,0,0,1,0,0,0
24.0,1979,8.9,4.0,1,0,1,1.0,0,2021,1,0,0,0,0,0,1,0,0,0
28.0,1984,9.88,4.9,1,1,1,1.0,1,2021,1,0,0,1,0,0,0,1,0,0
30.3,1983,10.9,4.5,1,1,1,2.0,1,2013,1,1,0,1,0,0,0,0,1,0
23.0,1990,8.0,2.0,1,0,1,1.0,0,2018,1,1,0,0,0,0,0,0,1,0
35.0,1978,10.6,5.9,1,1,1,3.0,1,2018,1,0,0,1,0,0,1,0,0,0
37.0,1977,11.0,4.0,1,1,1,1.0,1,2022,1,1,0,0,0,0,0,0,1,0
37.4,1984,11.0,5.5,1,1,1,3.0,1,2016,1,0,0,0,1,0,0,0,1,0
37.0,1984,11.78,6.0,1,1,1,2.0,1,2016,1,1,0,0,0,1,0,0,1,0
29.5,1977,11.0,5.1,1,1,1,1.0,1,2018,1,1,0,0,0,0,0,0,0,0
22.0,2013,8.6,2.0,0,0,1,0.0,0,2014,0,0,1,0,0,0,1,0,0,0
42.0,1990,12.5,5.8,1,1,1,2.0,1,2021,1,1,0,0,1,0,0,0,1,0
26.0,2004,8.6,6.0,1,0,1,6.0,1,2014,1,1,0,0,0,0,1,0,0,0
35.0,1988,11.3,5.0,1,1,2,1.0,1,2017,1,1,0,1,0,0,0,0,1,0
17.0,1995,8.0,2.0,0,0,0,0.0,0,2018,1,0,0,0,0,0,0,0,1,0
30.0,1983,10.0,5.17,1,1,1,1.0,1,2022,1,1,0,1,0,0,0,0,1,0
28.5,1991,10.6,4.0,1,1,1,2.0,1,2022,1,1,0,0,0,0,1,0,0,0
48.0,1980,14.0,6.0,1,1,1,2.0,1,2018,1,1,0,0,1,0,1,0,0,0
25.0,1981,8.0,4.0,1,0,1,2.0,0,2022,1,1,0,1,0,0,1,0,0,0
32.0,1979,10.0,4.0,1,1,1,2.0,1,2014,1,0,0,0,0,0,1,0,0,0
26.0,1979,8.0,4.0,1,0,1,2.0,0,2019,1,0,0,0,0,0,0,0,1,0
27.0,1972,9.1,4.6,1,1,1,2.0,1,2014,1,0,0,1,0,0,1,0,0,0
39.25,1987,12.42,6.5,1,1,1,2.0,1,2022,1,1,0,1,0,0,1,0,0,0
29.0,1984,10.17,3.5,1,1,1,1.0,1,2022,1,1,0,0,1,0,0,0,1,0
28.7,1971,9.3,4.4,1,0,1,2.0,1,2016,1,0,0,1,0,0,0,0,1,0
27.0,1974,8.58,3.17,1,0,1,1.0,1,2022,1,1,0,1,0,0,0,0,1,0
28.6,1995,9.1,4.11,1,1,1,1.0,1,2011,1,1,0,0,0,0,1,0,0,0
23.83,1978,8.0,4.0,1,0,1,1.0,0,2016,1,1,0,1,0,0,0,1,0,0
41.7,1984,13.0,4.0,1,1,1,3.0,1,2021,1,0,0,0,0,1,1,0,0,0
32.0,1977,9.5,4.2,1,1,1,1.0,1,2017,1,1,0,0,0,0,1,0,0,0
27.5,1972,9.0,4.5,1,0,1,1.0,0,2013,1,0,0,1,0,0,1,0,0,0
27.0,1977,8.0,4.9,1,1,1,1.0,1,2015,1,1,0,1,0,0,0,0,1,0
31.0,1972,10.0,4.5,1,1,1,1.0,1,2015,1,1,0,1,0,0,1,0,0,0
46.5,1982,13.5,6.0,1,1,1,2.0,1,2022,1,1,0,1,0,0,0,0,1,0
27.0,1979,8.0,5.0,1,0,1,1.0,0,2013,1,1,0,0,0,0,0,1,0,0
37.0,2007,12.0,5.0,1,1,1,3.0,1,2016,1,1,0,1,0,0,0,0,1,0
12.6,2007,6.0,6.0,1,0,0,0.0,0,2014,1,0,1,0,0,0,0,0,0,0
25.0,2005,8.5,3.67,1,0,1,2.0,0,2019,1,1,0,1,0,0,0,0,1,0
50.0,1973,14.0,6.2,1,1,1,3.0,1,2018,1,0,0,0,0,1,0,0,1,0
28.0,1986,8.5,4.4,1,0,1,1.0,0,2018,1,1,0,0,0,0,1,0,0,0
33.0,1981,11.0,3.5,1,1,1,2.0,1,2021,1,1,0,0,0,1,1,0,0,0
21.0,1980,8.0,5.0,1,0,1,1.0,0,2019,1,0,0,0,0,0,0,0,1,0
42.0,1980,13.0,5.0,1,1,1,3.0,1,2022,1,1,0,0,1,0,1,0,0,0
34.0,1985,11.0,3.5,1,1,1,2.0,1,2022,1,1,0,0,0,0,0,0,1,0
32.0,1975,11.0,5.0,1,1,1,1.0,1,2020,1,1,0,0,1,0,0,0,1,0
20.21,1984,8.0,4.0,1,0,0,1.0,0,2022,1,0,0,0,0,0,0,0,0,1
30.0,1965,8.0,4.5,1,0,1,2.0,1,2012,1,0,0,1,0,0,0,0,1,0
36.0,1993,12.0,4.5,1,1,1,2.0,1,2022,1,0,0,1,0,0,0,0,1,0
23.0,1989,7.8,3.9,1,0,0,1.0,0,2018,1,0,1,0,0,0,1,0,0,0
25.0,1982,8.0,6.5,1,0,1,1.0,0,2013,1,1,0,1,0,0,0,0,1,0
22.0,1983,10.0,2.6,1,1,1,1.0,1,2021,0,1,0,0,0,0,0,0,1,0
34.0,1979,11.0,6.0,1,1,1,3.0,1,2014,1,1,0,1,0,0,0,0,1,0
39.0,2009,13.8,6.5,1,1,1,2.0,1,2020,0,1,0,0,1,0,1,0,0,0
18.0,1980,8.0,2.5,0,0,0,0.0,0,2021,1,0,1,0,0,0,1,0,0,0
25.0,1984,8.0,4.0,1,0,1,1.0,0,2021,1,1,0,0,0,0,0,0,1,0
51.0,1980,14.0,6.4,1,1,1,2.0,1,2019,1,1,0,0,0,1,0,0,1,0
37.0,1979,12.0,5.0,1,1,1,2.0,1,2021,1,1,0,0,1,0,0,0,1,0
26.0,1975,9.0,2.9,1,0,1,1.0,1,2016,1,1,0,0,0,1,1,0,0,0
48.0,1969,12.0,6.5,1,1,1,2.0,1,2021,1,0,0,0,1,0,0,0,1,0
30.0,1983,10.6,5.6,1,1,1,1.0,1,2016,1,1,0,1,0,0,0,0,1,0
37.0,2005,13.0,6.5,1,1,1,2.0,1,2019,1,0,0,0,0,0,1,0,0,0
26.9,1995,8.5,2.1,1,0,1,1.0,0,2020,1,1,0,0,0,0,1,0,0,0
27.0,1983,8.0,4.0,1,0,1,1.0,1,2017,1,1,0,1,0,0,0,0,1,0
30.0,1979,11.0,6.0,1,0,1,2.0,1,2017,1,1,0,1,0,0,0,0,1,0
37.6,1982,11.6,5.6,1,1,1,2.0,1,2013,0,1,0,0,1,0,1,0,0,0
38.6,1977,12.0,5.6,1,1,1,2.0,1,2011,1,1,0,1,0,0,1,0,0,0
46.0,1970,12.0,6.0,1,1,1,3.0,1,2017,0,0,0,0,0,0,0,0,1,0
15.0,2002,5.0,3.5,1,0,0,0.0,0,2020,1,0,0,0,0,0,1,0,0,0
22.0,1971,8.0,3.5,1,0,1,2.0,0,2014,1,1,0,1,0,0,1,0,0,0
30.0,1979,9.75,5.3,1,1,1,1.0,1,2021,1,0,0,1,0,0,0,0,1,0
34.0,2016,11.4,4.9,1,1,1,2.0,1,2021,1,0,0,1,0,0,1,0,0,0
29.8,1975,9.5,5.0,1,1,1,2.0,1,2014,1,1,0,1,0,0,0,0,1,0
31.0,1988,11.0,5.9,1,1,1,2.0,1,2012,1,1,0,1,0,0,0,0,1,0
33.5,1995,11.8,4.5,1,1,1,1.0,1,2021,1,1,0,0,1,0,0,0,1,0
34.0,1983,11.5,5.5,1,1,1,2.0,1,2012,1,1,0,1,0,0,0,0,1,0
45.0,1982,13.0,5.5,1,1,1,2.0,1,2021,1,1,0,0,0,1,1,0,0,0
27.0,2013,9.11,3.6,1,1,1,2.0,1,2013,1,0,1,0,0,0,0,0,0,0
30.0,1977,10.0,5.0,1,1,1,1.0,1,2012,0,1,0,1,0,0,0,0,1,0
30.0,1980,8.0,7.0,1,0,1,1.0,0,2019,1,0,0,1,0,0,0,0,1,0
27.0,1982,8.8,4.0,1,0,1,1.0,1,2021,1,1,0,1,0,0,0,0,1,0
42.0,2003,12.0,6.0,1,1,1,2.0,1,2021,1,1,0,0,1,0,0,0,1,0
31.7,2013,11.1,4.3,1,1,1,2.0,1,2018,1,1,0,0,0,0,1,0,0,0
35.5,1994,11.9,4.5,1,1,1,2.0,1,2022,1,1,0,0,0,0,1,0,0,0
25.0,1984,8.0,4.0,1,0,1,1.0,0,2015,1,0,1,1,0,0,1,0,0,0
45.0,1999,14.0,5.6,1,1,1,2.0,1,2017,1,1,0,0,0,0,1,0,0,0
31.0,1999,10.83,4.0,1,1,1,2.0,1,2015,1,1,0,0,0,0,1,0,0,0
30.0,1976,10.0,5.0,1,1,1,1.0,1,2021,1,0,0,0,0,1,0,0,1,0
32.0,1998,11.75,4.5,1,1,1,1.0,1,2015,1,1,0,1,0,0,0,0,0,0
31.0,1974,9.5,4.7,1,1,1,2.0,1,2017,1,1,0,1,0,0,1,0,0,0
27.0,1973,8.0,5.0,1,0,1,1.0,0,2019,1,0,0,1,0,0,0,0,1,0
30.0,1988,10.6,3.8,1,1,1,1.0,1,2016,1,1,0,0,0,0,1,0,0,0
24.7,1988,8.3,2.8,1,0,1,1.0,0,2018,1,1,0,0,0,0,1,0,0,0
42.0,1979,13.0,5.0,1,1,1,2.0,1,2016,1,1,0,0,0,1,0,0,1,0
37.5,1990,11.0,4.6,1,1,1,2.0,1,2014,1,0,1,1,0,0,1,0,0,0
26.0,1997,8.6,4.6,1,0,1,1.0,0,2018,1,0,1,0,0,0,1,0,0,0
44.0,1979,13.4,6.6,1,1,1,2.0,1,2018,1,1,0,0,1,0,0,0,1,0
33.0,1985,12.0,6.0,1,1,1,2.0,1,2021,1,1,0,0,0,0,0,0,0,0
30.0,1982,9.0,5.0,1,1,1,2.0,1,2019,1,0,0,1,0,0,0,0,1,0
35.0,1967,10.1,3.0,1,1,1,1.0,1,2017,1,1,0,0,0,0,0,0,1,0
32.0,1977,11.0,5.5,1,1,1,1.0,1,2018,1,1,0,1,0,0,0,0,1,0
37.0,1992,12.5,4.11,1,1,1,2.0,1,2018,1,1,0,0,1,0,1,0,0,0
30.0,1981,10.5,5.0,1,1,1,1.0,1,2018,1,1,0,1,0,0,0,0,1,0
26.0,1992,8.0,2.0,1,0,1,1.0,0,2017,1,1,0,0,0,0,1,0,0,0
30.0,1991,11.0,4.3,1,1,1,2.0,1,2012,1,1,0,0,0,0,1,0,0,0
36.5,2008,13.0,4.6,1,1,1,2.0,1,2016,1,0,0,1,0,0,0,0,1,0
28.0,1989,9.0,3.0,1,1,1,1.0,1,2020,1,0,1,1,0,0,1,0,0,0
18.0,1981,8.0,2.0,0,0,0,0.0,0,2016,1,0,1,0,0,0,1,0,0,0
35.5,2004,11.6,6.6,1,1,1,3.0,1,2015,1,0,0,1,0,0,1,0,0,0
27.0,1977,9.4,3.9,1,1,1,1.0,1,2015,1,0,0,1,0,0,1,0,0,0
27.0,1986,9.2,5.5,1,0,0,1.0,0,2020,1,1,0,1,0,0,0,0,1,0
46.0,1967,12.0,6.0,1,1,1,2.0,1,2020,1,1,0,1,0,0,1,0,0,0
38.0,1981,12.0,5.0,1,1,1,1.0,1,2021,1,1,0,1,0,0,0,0,1,0
32.1,2006,9.4,5.1,1,1,1,1.0,1,2012,1,0,0,0,0,0,1,0,0,0
47.0,2001,14.76,6.56,1,1,1,4.0,1,2019,1,0,0,0,0,0,1,0,0,0
30.0,1977,8.0,3.0,1,0,1,2.0,0,2018,1,0,1,0,0,0,0,0,1,0
38.0,1987,11.5,4.12,1,1,1,2.0,1,2016,1,0,1,1,0,0,0,0,1,0
37.5,1997,12.5,5.0,1,1,1,3.0,1,2018,1,1,0,0,0,0,0,0,1,0
36.0,1992,12.8,4.8,1,1,1,2.0,1,2013,1,1,0,0,0,0,1,0,0,0
28.0,1981,10.25,4.5,1,0,1,1.0,0,2020,1,1,0,1,0,0,1,0,0,0
34.0,2006,11.33,5.7,1,1,1,2.0,1,2018,1,1,0,1,0,0,0,0,1,0
25.0,1978,8.0,2.3,1,0,1,2.0,0,2018,1,1,0,0,0,0,0,0,1,0
42.0,1989,13.0,6.2,1,1,1,3.0,1,2014,1,1,0,1,0,0,1,0,0,0
35.0,2002,10.75,5.08,1,1,1,2.0,1,2018,1,1,0,1,0,0,0,0,1,0
44.0,1965,12.0,5.5,1,1,1,2.0,1,2019,1,1,0,0,0,1,0,0,0,0
25.0,1984,9.0,4.5,1,0,1,1.0,1,2018,1,1,0,1,0,0,0,0,1,0
37.75,1974,10.5,4.5,1,1,1,2.0,1,2021,1,1,0,1,0,0,0,0,1,0
26.0,1984,9.6,4.0,1,1,1,1.0,1,2013,1,1,0,0,0,0,0,0,1,0
31.0,1978,10.0,4.2,1,1,1,1.0,1,2016,1,1,0,1,0,0,0,0,1,0
32.0,1978,8.0,2.0,1,0,1,1.0,0,2013,1,1,0,0,0,0,0,0,1,0
28.0,1976,9.1,5.8,1,0,1,2.0,1,2017,1,0,0,1,0,0,1,0,0,0
31.0,1981,9.5,4.5,1,1,1,1.0,1,2021,1,1,0,0,1,0,0,0,1,0
35.0,1974,10.0,5.0,1,1,1,2.0,1,2013,1,1,0,0,0,1,0,0,0,0
19.0,2016,7.6,3.6,1,0,1,1.0,0,2018,1,1,0,0,0,0,1,0,0,0
24.0,1985,7.0,5.0,1,0,1,1.0,0,2012,1,0,0,0,1,0,0,0,1,0
24.0,1984,8.0,3.0,1,0,1,1.0,0,2012,1,1,0,0,0,0,0,0,1,0
28.0,1978,9.0,5.0,1,0,1,1.0,1,2012,1,1,0,1,0,0,1,0,0,0
26.0,1993,8.0,7.0,1,0,1,1.0,0,2013,1,1,0,1,0,0,1,0,0,0
31.0,1991,10.1,4.2,1,1,1,2.0,1,2015,1,1,0,0,0,0,1,0,0,0
21.5,1981,7.67,3.5,1,0,1,1.0,0,2014,1,0,1,1,0,0,0,1,0,0
45.0,1991,14.0,6.0,1,1,1,2.0,1,2019,1,1,0,0,1,0,1,0,0,0
35.7,1990,11.9,4.6,1,1,1,2.0,1,2021,1,1,0,0,0,0,1,0,0,0
29.0,1984,10.0,3.0,1,1,1,1.0,1,2016,1,1,0,0,1,0,0,0,1,0
33.0,1976,9.6,5.2,1,0,1,1.0,1,2019,1,1,0,0,0,0,0,0,1,0
36.3,1985,11.9,5.1,1,1,1,2.0,1,2014,1,1,0,1,0,0,0,0,1,0
30.0,1966,9.3,4.5,1,0,1,2.0,1,2014,1,1,0,1,0,0,0,0,1,0
35.5,1988,11.9,4.6,1,0,1,2.0,1,2012,1,0,0,0,0,0,1,0,0,0
28.0,1978,9.0,4.3,1,1,1,1.0,1,2018,1,1,0,1,0,0,0,0,1,0
28.0,1974,8.6,4.7,1,1,1,0.0,1,2018,1,0,1,0,0,0,0,0,1,0
