,posted_at,Asking,Year,Length,Beam,Draft,Location,Material,Type,Cabins,Is_Mono,Is_cruiser,Is_daysailer,Is_Diesel,Motor_Type,Engine_Count,Is_Fiberglass,Is_masthead_sloop,Is_Cutter,Is_Ketch,Is_Excellent,Is_Fair,Is_Good,Is_Project_boat,Is_Inboard,Year_Listed,Asking_Price_Adj
1776,2022-04-09,11500.0,1981,28.0,9.33,5.0,Maryland,fiberglass,racer,1.0,1,0,0,1,inboard,1,1,1,0,0,1,0,0,0,1,2022,11500.0
1777,2021-07-24,39375.0,1979,38.0,12.5,5.1,Michigan,fiberglass,cruiser,1.0,1,1,0,1,inboard,1,1,1,0,0,0,0,1,0,1,2021,39375.0
1782,2021-07-23,28000.0,2007,24.0,18.0,5.25,Outside United States,fiberglass,racer,1.0,0,0,0,0,outboard,1,1,0,0,0,0,0,1,0,0,2021,28000.0
1784,2019-07-24,44500.0,1968,41.0,10.9,6.5,Outside United States,fiberglass,cruiser,1.0,1,1,0,1,inboard,1,1,1,0,0,1,0,0,0,1,2019,47165.40129939724
1785,2019-07-24,5000.0,1971,26.0,7.5,4.0,California,fiberglass,daysailer,1.0,1,0,1,0,outboard,1,1,0,0,0,0,0,1,0,0,2019,5299.483292067106
1786,2019-07-24,650000.0,1989,22.0,8.0,3.0,New York,fiberglass,daysailer,1.0,1,0,1,0,inboard,1,1,1,0,0,1,0,0,0,1,2019,688932.8279687238
1792,2019-07-22,143500.0,2000,45.0,14.0,5.5,Georgia,fiberglass,cruiser,2.0,1,1,0,1,inboard,1,1,1,0,0,0,0,0,0,1,2019,152095.17048232595
1793,2019-07-22,59000.0,81,41.0,12.5,4.0,California,fiberglass,cruiser,2.0,1,1,0,1,inboard,1,1,0,1,0,1,0,0,0,1,2019,62533.90284639185
1794,2019-07-22,44900.0,1961,41.0,10.0,6.0,Massachusetts,fiberglass,cruiser,1.0,1,1,0,1,inboard,1,1,1,0,0,0,0,1,0,1,2019,47589.35996276261
1795,2019-07-22,17000.0,1966,36.0,10.33,5.7,Oregon,fiberglass,racer,2.0,1,0,0,1,inboard,1,1,1,0,0,0,0,1,0,1,2019,18018.243193028156
1796,2019-07-22,4500.0,1979,25.0,8.0,2.25,New York,fiberglass,cruiser,1.0,1,1,0,0,outboard,1,1,0,0,0,0,0,1,0,0,2019,4769.534962860395
1797,2019-07-21,74500.0,1984,36.8,11.5,5.6,New York,fiberglass,cruiser,3.0,1,1,0,1,inboard,1,1,1,0,0,1,0,0,0,1,2019,78962.30105179988
1798,2019-07-21,30000.0,1995,34.0,14.0,5.0,Massachusetts,fiberglass,racer,1.0,1,0,0,1,inboard,1,1,1,0,0,1,0,0,0,1,2019,31796.899752402634
1799,2019-07-20,2900.0,1987,26.5,9.0,3.5,Maryland,fiberglass,daysailer,1.0,1,0,1,0,outboard,1,1,0,0,0,0,0,1,0,0,2019,3073.7003093989215
1800,2019-07-20,38500.0,1990,35.5,12.0,4.5,Maryland,fiberglass,cruiser,2.0,1,1,0,1,inboard,1,1,0,0,0,1,0,0,0,1,2019,40806.02134891672
1801,2019-07-20,3800.0,1981,29.0,8.0,2.83,California,fiberglass,cruiser,1.0,1,1,0,1,inboard,1,1,0,0,0,0,0,1,0,1,2019,4027.6073019710007
1802,2019-07-19,4500.0,2003,18.0,6.0,0.5,Iowa,fiberglass,daysailer,0.0,1,0,1,0,outboard,1,1,0,0,0,1,0,0,0,0,2019,4769.534962860395
1806,2019-07-18,250000.0,2002,48.0,14.75,7.5,Virginia,fiberglass,racer,3.0,1,0,0,1,inboard,1,1,0,0,0,1,0,0,0,1,2019,264974.1646033553
1816,2019-07-17,75000.0,1979,47.5,15.7,8.0,Outside United States,steel,cruiser,3.0,1,1,0,1,inboard,1,0,0,0,0,1,0,0,0,1,2019,79492.2493810066
1820,2019-07-16,9850.0,84,27.0,9.0,4.0,New Jersey,fiberglass,cruiser,1.0,1,1,0,1,inboard,1,1,1,0,0,0,0,1,0,1,2019,10439.9820853722
1822,2019-07-14,32300.0,1985,36.3,10.0,6.6,Outside United States,fiberglass,racer,2.0,1,0,0,1,inboard,1,1,0,0,0,1,0,0,0,1,2019,34234.6620667535
1823,2019-07-13,6000.0,1976,26.0,9.0,4.0,Michigan,fiberglass,cruiser,1.0,1,1,0,0,outboard,1,1,0,0,0,0,0,1,0,0,2019,6359.379950480527
1824,2019-07-13,24500.0,1990,28.0,10.5,3.75,Wisconsin,fiberglass,cruiser,1.0,1,1,0,1,inboard,1,1,0,0,0,1,0,0,0,1,2019,25967.46813112882
1825,2019-07-13,6800.0,94,19.0,8.0,1.0,North Carolina,fiberglass,motorsailer,1.0,1,0,0,0,outboard,1,1,1,0,0,0,0,1,0,0,2019,7207.297277211264
1826,2019-07-13,4950.0,1955,28.0,7.0,5.0,Washington,wood,cruiser,2.0,1,1,0,1,inboard,1,0,0,1,0,0,0,1,0,1,2019,5246.488459146435
1827,2019-07-13,21000.0,1988,30.0,10.0,4.0,New Jersey,fiberglass,cruiser,2.0,1,1,0,1,inboard,1,1,1,0,0,0,0,1,0,1,2019,22257.829826681846
1828,2019-07-12,14450.0,1976,33.0,9.6,5.2,North Carolina,fiberglass,cruiser,1.0,1,1,0,0,inboard,1,1,0,0,0,0,0,1,0,1,2019,15315.506714073936
1829,2019-07-12,54000.0,1983,37.3,11.9,4.2,Michigan,fiberglass,cruiser,2.0,1,1,0,1,inboard,1,1,1,0,0,0,0,1,0,1,2019,57234.41955432475
1832,2019-07-11,67000.0,1990,34.0,11.3,6.3,New York,fiberglass,daysailer,2.0,1,0,1,1,inboard,1,1,1,0,0,1,0,0,0,1,2019,71013.07611369921
1835,2019-07-11,22500.0,1959,28.0,8.0,4.0,Florida,fiberglass,cruiser,2.0,1,1,0,1,inboard,1,1,1,0,0,1,0,0,0,1,2019,23847.674814301976
1836,2019-07-11,8400.0,1972,26.0,8.0,3.0,Michigan,fiberglass,racer,1.0,1,0,0,0,outboard,1,1,0,0,0,0,0,1,0,0,2019,8903.131930672736
1837,2019-07-11,10000.0,1967,30.0,9.25,4.0,New York,fiberglass,cruiser,1.0,1,1,0,1,inboard,1,1,0,0,1,0,0,1,0,1,2019,10598.966584134212
1838,2019-07-10,35000.0,1983,35.0,10.0,7.0,Outside United States,fiberglass,racer,1.0,1,0,0,1,inboard,1,1,0,0,0,0,0,1,0,1,2019,37096.383044469745
1840,2019-07-10,7900.0,1993,23.4,8.6,5.4,Colorado,composite,racer,1.0,1,0,0,0,outboard,1,0,0,0,0,1,0,0,0,0,2019,8373.183601466026
1841,2019-07-10,517000.0,2019,46.0,24.8,4.8,New York,fiberglass,cruiser,3.0,0,1,0,1,inboard,2,1,0,0,0,0,0,0,0,1,2019,547966.5723997387
1845,2019-07-09,330000.0,2014,42.0,24.3,3.7,New York,composite,cruiser,4.0,0,1,0,1,inboard,2,0,0,0,0,0,0,1,0,1,2019,349765.897276429
1846,2019-07-09,9950.0,1985,26.1,9.0,4.0,Ohio,fiberglass,racer,2.0,1,0,0,1,inboard,1,1,1,0,0,0,0,1,0,1,2019,10545.971751213541
1847,2019-07-09,24000.0,1970,37.0,8.0,18.0,Maryland,wood,cruiser,2.0,1,1,0,1,inboard,1,0,0,0,1,0,0,1,0,1,2019,25437.51980192211
1848,2019-07-08,22000.0,1986,30.0,16.0,4.5,Ohio,fiberglass,racer,2.0,0,0,0,0,outboard,1,1,0,0,0,0,0,1,0,0,2019,23317.726485095267
1849,2019-07-08,16900.0,1979,28.0,9.3,4.4,Connecticut,fiberglass,cruiser,2.0,1,1,0,1,inboard,1,1,1,0,0,0,0,1,0,1,2019,17912.253527186815
1850,2019-07-08,375000.0,2019,40.0,22.0,3.9,New York,composite,cruiser,3.0,0,1,0,1,inboard,2,0,0,0,0,0,0,0,0,1,2019,397461.24690503295
1854,2019-07-08,11800.0,1989,27.0,8.0,3.4,Maryland,fiberglass,cruiser,2.0,1,1,0,1,inboard,1,1,1,0,0,0,0,1,0,1,2019,12506.78056927837
1855,2019-07-08,7500.0,1992,26.0,7.82,6.33,Kansas,fiberglass,cruiser,1.0,1,1,0,0,outboard,1,1,0,0,0,1,0,0,0,0,2019,7949.224938100659
1856,2019-07-07,8000.0,1979,27.0,8.0,4.0,New York,fiberglass,cruiser,2.0,1,1,0,1,inboard,1,1,0,0,0,0,0,1,0,1,2019,8479.17326730737
1857,2019-07-07,39500.0,1986,27.0,8.0,4.1,Wisconsin,fiberglass,cruiser,1.0,1,1,0,1,inboard,1,1,1,0,0,1,0,0,0,1,2019,41865.91800733014
1858,2019-07-07,15500.0,2012,26.0,7.82,5.5,Florida,fiberglass,motorsailer,1.0,1,0,0,0,outboard,1,1,0,0,0,1,0,0,0,0,2019,16428.398205408026
1861,2018-08-19,4000.0,1979,24.0,8.9,4.0,Ohio,fiberglass,racer,1.0,1,0,0,0,inboard,1,1,1,0,0,0,0,1,0,1,2018,4316.406950025288
1862,2018-08-18,16110.0,1981,34.0,11.0,4.0,Florida,fiberglass,motorsailer,2.0,1,0,0,1,inboard,1,1,1,0,0,0,0,1,0,1,2018,17384.32899122685
1863,2018-08-17,55000.0,1977,39.0,12.0,6.7,Outside United States,fiberglass,racer,2.0,1,0,0,1,inboard,1,1,1,0,0,1,0,0,0,1,2018,59350.59556284772
1864,2018-08-16,35000.0,1978,39.0,13.4,5.1,Florida,fiberglass,cruiser,3.0,1,1,0,1,inboard,1,1,1,0,0,0,0,1,0,1,2018,37768.560812721276
1867,2018-08-14,5000.0,1985,30.0,8.5,3.7,Minnesota,fiberglass,motorsailer,2.0,1,0,0,1,inboard,1,1,1,0,0,0,0,1,0,1,2018,5395.508687531611
1869,2018-08-14,49995.0,2001,31.58,10.83,4.33,Texas,fiberglass,cruiser,2.0,1,1,0,1,inboard,1,1,0,0,0,0,0,1,0,1,2018,53949.691366628576
1873,2018-08-13,25900.0,1990,30.0,10.0,4.5,Connecticut,fiberglass,racer,2.0,1,0,0,1,inboard,1,1,1,0,0,0,0,1,0,1,2018,27948.735001413745
1876,2018-08-13,17000.0,1987,34.0,11.0,6.3,Rhode Island,fiberglass,racer,2.0,1,0,0,1,inboard,1,1,1,0,0,1,0,0,0,1,2018,18344.729537607473
1877,2018-08-13,365000.0,2007,42.0,24.6,4.3,Outside United States,fiberglass,cruiser,3.0,0,1,0,1,inboard,2,1,1,0,0,1,0,0,0,1,2018,393872.1341898076
1879,2018-08-13,60000.0,1984,34.0,11.0,6.6,California,fiberglass,cruiser,1.0,1,1,0,1,inboard,1,1,0,1,0,0,0,1,0,1,2018,64746.10425037933
1880,2018-08-12,12000.0,1994,42.0,13.0,6.2,Minnesota,wood,motorsailer,3.0,1,0,0,0,inboard,1,0,0,0,1,0,0,0,1,1,2018,12949.220850075866
1881,2018-08-12,36000.0,2005,26.0,9.6,4.0,Outside United States,fiberglass,racer,1.0,1,0,0,0,outboard,1,1,0,0,0,0,0,0,0,0,2018,38847.6625502276
1883,2018-08-11,19440.0,1986,31.0,10.11,5.3,Georgia,fiberglass,cruiser,1.0,1,1,0,1,inboard,1,1,1,0,0,0,0,1,0,1,2018,20977.737777122904
1885,2018-08-10,330000.0,2005,46.0,24.0,3.0,Outside United States,composite,cruiser,4.0,0,1,0,1,inboard,2,0,0,0,0,1,0,0,0,1,2018,356103.5733770863
1886,2018-08-09,1200.0,1976,14.0,6.0,1.0,South Carolina,fiberglass,daysailer,0.0,1,0,1,0,motorless,0,1,1,0,0,1,0,0,0,0,2018,1294.9220850075867
1887,2018-08-09,3800.0,1976,22.0,6.0,2.0,Tennessee,fiberglass,cruiser,1.0,1,1,0,0,outboard,1,1,1,0,0,0,0,1,0,0,2018,4100.586602524024
1888,2018-08-08,9900.0,1978,28.0,9.0,4.3,Massachusetts,fiberglass,cruiser,1.0,1,1,0,1,inboard,1,1,1,0,0,0,0,1,0,1,2018,10683.10720131259
1889,2018-08-08,4500.0,1980,20.5,7.0,4.0,Louisiana,fiberglass,racer,1.0,1,0,0,0,motorless,0,1,0,0,0,1,0,0,0,0,2018,4855.95781877845
1892,2018-08-06,18500.0,1971,35.1,10.8,4.7,Oregon,fiberglass,cruiser,2.0,1,1,0,1,inboard,1,1,1,0,0,0,0,0,1,1,2018,19963.382143866962
1893,2018-08-06,7000.0,1976,27.0,9.3,4.3,California,fiberglass,racer,1.0,1,0,0,0,inboard,1,1,1,0,0,1,0,0,0,1,2018,7553.712162544255
1894,2018-08-06,42000.0,1987,35.0,11.8,6.9,Florida,fiberglass,racer,1.0,1,0,0,1,inboard,1,1,1,0,0,0,0,1,0,1,2018,45322.27297526553
1897,2018-08-06,26500.0,1979,30.0,10.9,5.3,Montana,fiberglass,cruiser,1.0,1,1,0,0,inboard,1,1,1,0,0,0,0,1,0,1,2018,28596.19604391754
1898,2018-08-06,2400.0,1978,18.0,5.5,2.0,Virginia,fiberglass,cruiser,1.0,1,1,0,0,outboard,1,1,0,0,0,0,0,1,0,0,2018,2589.8441700151734
1899,2018-08-05,980000.0,1976,24.0,6.25,3.67,Outside United States,fiberglass,daysailer,1.0,1,0,1,0,motorless,0,1,0,0,0,0,0,1,0,0,2018,1057519.7027561958
1900,2018-08-04,12595.0,1980,30.0,10.0,5.2,New York,fiberglass,racer,0.0,1,0,0,1,inboard,1,1,0,0,0,0,0,1,0,1,2018,13591.286383892128
1902,2018-08-04,12500.0,1982,27.0,9.0,4.0,Michigan,fiberglass,cruiser,2.0,1,1,0,1,inboard,1,1,1,0,0,1,0,0,0,1,2018,13488.771718829026
1903,2018-08-04,16755.0,1988,30.0,11.0,3.1,Florida,fiberglass,cruiser,2.0,1,1,0,1,inboard,1,1,1,0,0,0,0,0,0,1,2018,18080.349611918427
1906,2018-08-03,18000.0,1993,26.0,10.0,3.0,Louisiana,fiberglass,racer,1.0,1,0,0,0,outboard,1,1,0,0,0,1,0,0,0,0,2018,19423.8312751138
1907,2018-08-02,70000.0,1997,36.0,12.0,4.5,Maryland,fiberglass,cruiser,2.0,1,1,0,1,inboard,1,1,0,0,0,0,0,1,0,1,2018,75537.12162544255
1910,2018-08-02,2200.0,1969,26.0,6.0,3.0,Pennsylvania,fiberglass,daysailer,0.0,1,0,1,0,motorless,0,1,1,0,0,0,0,1,0,0,2018,2374.0238225139087
1911,2018-08-02,1500.0,1981,16.75,6.25,3.75,New York,fiberglass,cruiser,1.0,1,1,0,0,motorless,0,1,0,0,0,0,0,0,0,0,2018,1618.6526062594833
1912,2018-08-02,99000.0,1982,46.0,13.6,5.3,Outside United States,fiberglass,cruiser,4.0,1,1,0,1,inboard,1,1,0,0,1,1,0,0,0,1,2018,106831.0720131259
1915,2018-08-01,3500.0,1974,27.0,8.5,3.17,New York,fiberglass,cruiser,1.0,1,1,0,0,inboard,1,1,1,0,0,0,1,0,0,1,2018,3776.8560812721275
1917,2018-08-01,175000.0,2004,47.0,14.16,5.7,Maryland,fiberglass,cruiser,3.0,1,1,0,1,inboard,1,1,1,0,0,0,0,1,0,1,2018,188842.80406360637
1918,2018-08-01,11000.0,1965,27.0,9.0,3.0,Florida,fiberglass,motorsailer,2.0,1,0,0,1,inboard,1,1,0,1,0,1,0,0,0,1,2018,11870.119112569544
1919,2018-08-01,33000.0,1987,27.0,19.0,1.5,Massachusetts,fiberglass,cruiser,1.0,0,1,0,0,outboard,1,1,0,0,0,0,0,1,0,0,2018,35610.35733770863
1922,2018-07-31,28000.0,2007,26.0,8.0,1.0,California,fiberglass,motorsailer,2.0,1,0,0,0,outboard,1,1,1,0,0,1,0,0,0,0,2018,30214.84865017702
1924,2018-07-31,29500.0,1995,29.5,10.0,4.0,North Carolina,fiberglass,cruiser,1.0,1,1,0,1,inboard,1,1,0,0,0,1,0,0,0,1,2018,31833.501256436502
1925,2018-07-30,24000.0,1999,28.0,9.8,3.6,North Carolina,fiberglass,cruiser,1.0,1,1,0,0,inboard,1,1,0,0,0,0,0,1,0,1,2018,25898.441700151732
1926,2018-07-30,25000.0,1987,28.25,9.88,4.92,Maryland,fiberglass,cruiser,1.0,1,1,0,1,inboard,1,1,1,0,0,0,0,1,0,1,2018,26977.543437658052
1932,2016-07-09,42000.0,1988,36.0,11.11,5.1,Montana,fiberglass,cruiser,2.0,1,1,0,1,inboard,1,1,1,0,0,1,0,0,0,1,2016,47418.36696429688
1935,2016-07-09,114900.0,1978,44.0,13.0,7.2,Washington,fiberglass,cruiser,5.0,1,1,0,1,inboard,1,1,0,0,1,1,0,0,0,1,2016,129723.10390946933
1941,2016-07-07,60000.0,1991,38.0,12.0,5.5,New York,fiberglass,cruiser,2.0,1,1,0,1,inboard,1,1,1,0,0,0,0,1,0,1,2016,67740.52423470982
1942,2016-07-07,750.0,1970,16.7,7.11,10.0,Michigan,fiberglass,daysailer,0.0,0,0,1,0,motorless,0,1,0,0,0,0,0,1,0,0,2016,846.7565529338729
1946,2016-07-05,15000.0,1946,42.0,11.0,4.0,Outside United States,wood,cruiser,2.0,1,1,0,1,inboard,1,0,0,0,1,1,0,0,0,1,2016,16935.131058677456
1948,2016-07-05,7500.0,1986,24.0,8.0,3.0,Florida,fiberglass,daysailer,1.0,1,0,1,0,outboard,1,1,1,0,0,0,0,1,0,0,2016,8467.565529338728
1949,2016-07-05,39500.0,2002,24.0,17.9,4.75,California,fiberglass,racer,1.0,0,0,0,0,outboard,1,1,0,0,0,1,0,0,0,0,2016,44595.84512118397
1950,2016-07-05,199000.0,2016,39.0,12.0,4.1,Rhode Island,fiberglass,cruiser,2.0,1,1,0,1,inboard,1,1,1,0,0,0,0,0,0,1,2016,224672.7387117876
1952,2016-07-05,35000.0,1987,40.0,13.5,6.5,New Jersey,fiberglass,cruiser,1.0,1,1,0,1,inboard,1,1,1,0,0,0,0,1,0,1,2016,39515.30580358073
1954,2016-07-04,19995.0,1985,39.0,7.0,5.0,California,fiberglass,daysailer,1.0,1,0,1,0,inboard,1,1,0,0,0,0,0,1,0,1,2016,22574.52970121705
1956,2016-07-03,29500.0,1984,37.0,11.0,4.11,New York,fiberglass,cruiser,3.0,1,1,0,1,inboard,1,1,1,0,0,1,0,0,0,1,2016,33305.75774873233
1958,2016-07-03,29990.0,1981,30.2,9.0,4.2,Minnesota,fiberglass,cruiser,3.0,1,1,0,1,inboard,1,1,0,1,0,1,0,0,0,1,2016,33858.97202998246
1960,2016-07-01,7900.0,1976,30.0,9.0,5.5,Wisconsin,fiberglass,racer,1.0,1,0,0,0,inboard,1,1,0,0,0,0,0,1,0,1,2016,8919.169024236793
1964,2016-06-29,38900.0,1998,40.0,11.0,4.5,Florida,fiberglass,cruiser,1.0,1,1,0,1,inboard,1,1,0,0,1,0,0,1,0,1,2016,43918.43987883687
1965,2016-06-29,50000.0,1985,39.0,7.0,5.0,California,fiberglass,daysailer,1.0,1,0,1,0,inboard,1,1,0,0,0,0,0,1,0,1,2016,56450.43686225819
1968,2016-06-28,17000.0,1986,31.0,11.0,4.0,New Jersey,fiberglass,daysailer,2.0,1,0,1,1,inboard,1,1,1,0,0,0,1,0,0,1,2016,19193.148533167783
1970,2016-06-27,19900.0,1984,31.0,10.11,4.0,Florida,fiberglass,cruiser,2.0,1,1,0,1,inboard,1,1,1,0,0,0,0,1,0,1,2016,22467.27387117876
1972,2016-06-26,23000.0,1984,34.5,11.7,5.6,Michigan,fiberglass,cruiser,2.0,1,1,0,1,inboard,1,1,1,0,0,0,0,1,0,1,2016,25967.200956638768
1975,2016-06-25,4000.0,1985,25.0,10.2,4.3,Alabama,fiberglass,cruiser,1.0,1,1,0,1,inboard,1,1,0,0,0,0,1,0,0,1,2016,4516.034948980655
1976,2016-06-25,42000.0,1979,31.0,10.8,4.11,Outside United States,fiberglass,cruiser,2.0,1,1,0,1,inboard,1,1,0,1,0,1,0,0,0,1,2016,47418.36696429688
1978,2016-06-24,389000.0,2016,42.0,25.3,4.1,Outside United States,fiberglass,cruiser,3.0,0,1,0,1,inboard,2,1,0,0,0,0,0,0,0,1,2016,439184.39878836874
1979,2016-06-24,1800000.0,2016,62.0,32.83,5.08,Outside United States,fiberglass,cruiser,4.0,0,1,0,1,inboard,2,1,0,0,0,0,0,0,0,1,2016,2032215.7270412948
1980,2016-06-24,495000.0,2016,45.0,25.75,4.25,Outside United States,fiberglass,cruiser,3.0,0,1,0,1,inboard,2,1,0,0,0,0,0,0,0,1,2016,558859.324936356
1982,2016-06-24,13000.0,1980,26.0,8.0,4.0,Michigan,fiberglass,motorsailer,1.0,1,0,0,0,outboard,1,1,1,0,0,1,0,0,0,0,2016,14677.11358418713
1983,2016-06-24,2300.0,1993,14.2,6.2,3.5,Florida,fiberglass,daysailer,0.0,1,0,1,0,motorless,0,1,0,0,0,0,0,1,0,0,2016,2596.7200956638767
1984,2016-06-24,25000.0,1975,35.0,12.0,4.0,New Jersey,fiberglass,cruiser,2.0,1,1,0,1,inboard,1,1,1,0,0,0,0,1,0,1,2016,28225.218431129095
1985,2016-06-24,250000.0,1930,70.0,13.0,9.0,California,wood,racer,3.0,1,0,0,1,inboard,1,0,0,0,0,0,0,1,0,1,2016,282252.1843112909
1986,2016-06-23,39000.0,1988,30.0,10.6,3.8,New York,fiberglass,cruiser,1.0,1,1,0,1,inboard,1,1,0,0,0,1,0,0,0,1,2016,44031.34075256139
1987,2016-06-23,4500.0,1984,25.0,7.0,5.0,South Dakota,fiberglass,cruiser,1.0,1,1,0,0,outboard,1,1,0,0,0,0,0,1,0,0,2016,5080.539317603238
1990,2016-06-22,7000.0,1977,28.5,8.5,5.0,Michigan,fiberglass,cruiser,1.0,1,1,0,0,inboard,1,1,0,0,0,0,0,1,0,1,2016,7903.061160716146
1994,2016-06-21,45000.0,1986,33.0,11.0,6.0,Massachusetts,fiberglass,racer,1.0,1,0,0,1,inboard,1,1,1,0,0,0,0,1,0,1,2016,50805.393176032376
1995,2016-06-21,10000.0,1973,31.0,8.12,4.12,Washington,fiberglass,cruiser,1.0,1,1,0,1,inboard,1,1,0,0,1,0,1,0,0,1,2016,11290.087372451639
1996,2016-06-21,305000.0,2016,39.0,22.0,4.0,Outside United States,fiberglass,cruiser,3.0,0,1,0,1,inboard,2,1,0,0,0,0,0,0,0,1,2016,344347.664859775
1998,2016-06-21,270000.0,2016,38.0,21.0,4.0,Outside United States,fiberglass,cruiser,3.0,0,1,0,1,inboard,2,1,0,0,0,0,0,0,0,1,2016,304832.3590561942
2000,2016-06-20,130000.0,1984,47.0,15.0,6.0,Outside United States,fiberglass,motorsailer,2.0,1,0,0,1,inboard,1,1,0,1,0,0,0,1,0,1,2016,146771.13584187126
2001,2016-06-20,2300.0,1980,16.0,6.0,1.5,Massachusetts,fiberglass,daysailer,1.0,1,0,1,0,outboard,1,1,0,0,0,1,0,0,0,0,2016,2596.7200956638767
2003,2012-07-11,149000.0,1985,43.0,12.11,5.6,Wisconsin,fiberglass,cruiser,3.0,1,1,0,1,inboard,1,1,0,1,0,0,0,1,0,1,2012,175851.8515292212
2006,2012-07-10,3395.0,1976,22.0,8.0,2.0,Illinois,fiberglass,cruiser,1.0,1,1,0,0,inboard,1,1,0,0,0,0,0,1,0,1,2012,4006.8257445752074
2007,2012-07-10,172000.0,2000,45.0,14.0,6.0,California,fiberglass,cruiser,2.0,1,1,0,1,inboard,1,1,0,0,0,0,0,1,0,1,2012,202996.7682082285
2008,2012-07-10,25000.0,1974,25.0,8.0,2.11,Delaware,fiberglass,cruiser,1.0,1,1,0,1,inboard,1,1,0,1,0,1,0,0,0,1,2012,29505.344216312278
2009,2012-07-10,6000.0,1984,24.0,8.0,2.1,New Jersey,fiberglass,cruiser,1.0,1,1,0,0,outboard,1,1,0,0,0,0,0,1,0,0,2012,7081.282611914947
2010,2012-07-09,85000.0,1957,40.1,10.3,6.0,Virginia,fiberglass,cruiser,2.0,1,1,0,1,inboard,1,1,1,0,0,1,0,0,0,1,2012,100318.17033546175
2013,2012-07-08,8500.0,1976,26.0,8.2,4.3,Outside United States,fiberglass,racer,2.0,1,0,0,0,outboard,1,1,1,0,0,0,0,1,0,0,2012,10031.817033546173
2014,2012-07-07,9100.0,74,27.0,8.0,4.0,Colorado,fiberglass,cruiser,1.0,1,1,0,0,outboard,1,1,1,0,0,0,0,1,0,0,2012,10739.94529473767
2015,2012-07-07,15000.0,1995,25.0,8.0,1.8,New York,fiberglass,cruiser,1.0,1,1,0,0,outboard,1,1,0,0,0,1,0,0,0,0,2012,17703.206529787367
2016,2012-07-06,109500.0,1984,42.0,13.0,5.0,Massachusetts,fiberglass,cruiser,3.0,1,1,0,1,inboard,1,1,0,1,0,0,0,1,0,1,2012,129233.40766744777
2017,2012-07-05,9500.0,1978,27.0,8.1,4.1,Colorado,fiberglass,cruiser,1.0,1,1,0,0,inboard,1,1,1,0,0,0,0,0,1,1,2012,11212.030802198666
2019,2012-07-05,7000.0,1986,24.0,8.0,4.0,Michigan,fiberglass,racer,1.0,1,0,0,0,motorless,0,1,1,0,0,0,0,1,0,0,2012,8261.496380567438
2022,2012-07-04,5400.0,1976,21.6,7.8,2.0,Outside United States,fiberglass,cruiser,1.0,1,1,0,0,outboard,1,1,1,0,0,0,0,1,0,0,2012,6373.154350723452
2023,2012-07-04,19900.0,1999,26.0,9.0,26.0,Kentucky,fiberglass,cruiser,1.0,1,1,0,0,outboard,1,1,0,0,0,1,0,0,0,0,2012,23486.253996184572
2024,2012-07-03,900.0,1975,13.1,4.6,2.7,Michigan,fiberglass,racer,0.0,1,0,0,0,motorless,0,1,0,0,0,0,1,0,0,0,2012,1062.192391787242
2025,2012-07-03,12900.0,1990,21.0,8.0,4.4,Outside United States,fiberglass,daysailer,1.0,1,0,1,0,outboard,1,1,0,0,0,1,0,0,0,0,2012,15224.757615617134
2027,2012-07-03,6900.0,1969,25.0,9.0,4.0,Minnesota,fiberglass,cruiser,1.0,1,1,0,0,inboard,1,1,0,0,0,0,0,1,0,1,2012,8143.475003702189
2029,2012-07-01,2200.0,1972,22.0,7.0,3.0,New York,fiberglass,daysailer,2.0,1,0,1,0,motorless,0,1,1,0,0,0,0,1,0,0,2012,2596.4702910354804
2031,2012-07-01,22999.0,1975,32.0,10.0,5.1,Texas,fiberglass,cruiser,2.0,1,1,0,1,inboard,1,1,1,0,0,1,0,0,0,1,2012,27143.736465238642
2032,2012-07-01,37500.0,1981,37.0,11.6,4.6,New York,fiberglass,cruiser,2.0,1,1,0,1,inboard,1,1,1,0,0,0,0,1,0,1,2012,44258.016324468415
2033,2012-06-30,10000.0,1998,27.0,10.0,4.5,Virginia,fiberglass,cruiser,1.0,1,1,0,0,outboard,1,1,0,0,0,0,0,1,0,0,2012,11802.137686524911
2035,2012-06-29,8500.0,75,28.0,9.3,3.6,Florida,fiberglass,cruiser,1.0,1,1,0,1,inboard,1,1,1,0,0,0,0,1,0,1,2012,10031.817033546173
2037,2012-06-28,30500.0,1988,31.2,10.6,5.6,Wisconsin,fiberglass,cruiser,3.0,1,1,0,1,inboard,1,1,1,0,0,1,0,0,0,1,2012,35996.51994390098
2038,2012-06-27,2500.0,1977,20.0,6.0,5.0,Ohio,fiberglass,cruiser,1.0,1,1,0,0,outboard,1,1,0,0,0,0,0,1,0,0,2012,2950.534421631228
2039,2012-06-27,45000.0,1988,31.0,11.0,5.0,Connecticut,fiberglass,cruiser,3.0,1,1,0,1,inboard,1,1,0,0,0,1,0,0,0,1,2012,53109.619589362104
2041,2012-06-26,4000.0,1984,24.0,8.0,3.0,New York,fiberglass,cruiser,1.0,1,1,0,0,outboard,1,1,0,0,0,0,0,1,0,0,2012,4720.855074609964
2044,2012-06-25,34975.0,1996,24.0,8.5,3.5,Washington,fiberglass,cruiser,1.0,1,1,0,1,inboard,1,1,0,1,0,1,0,0,0,1,2012,41277.97655862088
